node_id,lon,lat
16825422,-0.419279,49.1908994
16825428,-0.3988602,49.1957227
16825435,-0.374061,49.1981418
16825440,-0.3569448,49.2026918
16825442,-0.3505588,49.2014932
16825443,-0.3475852,49.2005517
16825445,-0.3412026,49.1975938
16825447,-0.3353497,49.1922776
16825448,-0.3341632,49.1910427
16825450,-0.3234953,49.1800919
16825452,-0.3178397,49.1774652
16825455,-0.3054801,49.1713265
16825461,-0.2929575,49.1672194
16825463,-0.2913189,49.1671975
16825478,-0.3039591,49.1661821
16825479,-0.306184,49.1637429
16825480,-0.3073264,49.1624598
16825481,-0.3131242,49.1560107
16825482,-0.3175847,49.1510978
16825484,-0.3199683,49.1492308
16825490,-0.3435947,49.1461174
16825493,-0.3503582,49.1475695
16825494,-0.3540939,49.1476286
16825507,-0.3825629,49.1365176
16825515,-0.4213355,49.154887
16825525,-0.4267174,49.1653876
16825533,-0.4260458,49.1635821
16825541,-0.4288101,49.1646423
16825545,-0.4338733,49.1647251
16825549,-0.4358074,49.1644795
16825550,-0.4359748,49.164358
25973787,-0.3588837,49.2095371
25973789,-0.3589815,49.2091441
25973795,-0.3594448,49.2075309
25973796,-0.3593541,49.2059198
25973806,-0.36233,49.208703
25973808,-0.3627854,49.2098335
25973809,-0.363306,49.2105153
25973817,-0.3619109,49.2066792
25973820,-0.361603,49.2056069
25973824,-0.3614033,49.2058778
25973831,-0.3610964,49.2022036
25973833,-0.3609324,49.2020407
25973835,-0.3605329,49.2020344
25973837,-0.3604068,49.2022025
25973846,-0.3607821,49.2035377
25973847,-0.3611135,49.2035192
25973850,-0.3612916,49.2033233
25973855,-0.3614589,49.2055247
25973863,-0.3606913,49.201909
25974010,-0.3594638,49.2115442
25974143,-0.3608553,49.1834455
25974144,-0.3596455,49.1822552
25974150,-0.3555284,49.184117
25974152,-0.3543115,49.1835044
25974156,-0.3526617,49.1831566
25974159,-0.3520486,49.1828333
25974304,-0.3508087,49.1794145
25974307,-0.3549538,49.1775409
25974310,-0.3553611,49.177289
25974318,-0.3577764,49.1762458
25974395,-0.3538657,49.1743663
25974396,-0.3538631,49.1739918
25974398,-0.3577429,49.176216
25974403,-0.3545684,49.1725501
25974482,-0.3558654,49.1724743
25974485,-0.3570993,49.1719853
25974491,-0.3569153,49.1694664
25974492,-0.3562353,49.1681044
25974493,-0.3559692,49.1675372
25974496,-0.3555772,49.165869
25974497,-0.355474,49.1649788
25974498,-0.3576685,49.1644231
25974499,-0.3589355,49.1640951
25974553,-0.373741,49.1799081
25974554,-0.3709831,49.1798981
25974872,-0.3888368,49.1746925
25974873,-0.39359,49.1731268
25974874,-0.3991091,49.171309
