node_id,lon,lat
2015440,3.1392999,45.7617289
2015446,3.1414315,45.7802277
2087973,3.1740483,45.7741998
2088006,3.1453838,45.7452818
2088009,3.1481726,45.7394601
21479994,3.0707041,45.7813246
21479998,3.0727797,45.7772572
21479999,3.0732253,45.7763208
21480000,3.0744501,45.7739186
21480003,3.0777027,45.769022
21480005,3.0798016,45.7679267
21480007,3.0818139,45.767835
21480008,3.0870953,45.7680154
21480009,3.0840704,45.7678995
21480013,3.0909501,45.7694184
21480014,3.0951799,45.7731942
21480015,3.072893,45.7822135
21480019,3.075918,45.7808749
21480024,3.0796713,45.7808525
21480026,3.0818416,45.7804209
21480032,3.0868408,45.7810873
21480034,3.0884915,45.7814235
21480038,3.079048,45.7725118
21480040,3.0776611,45.7794163
21480041,3.0779012,45.7788061
21480042,3.078062,45.7783889
21480043,3.0785128,45.7772414
21480044,3.0786858,45.7768203
21480045,3.0805876,45.7724804
21480046,3.0795494,45.7748329
21480059,3.0793457,45.7708481
21480062,3.0812188,45.7718305
21480065,3.082918,45.7691437
21480066,3.0823292,45.7643779
21480068,3.0826308,45.7624232
21486150,3.0694258,45.7397629
21486151,3.0697459,45.7406467
21486157,3.0699479,45.7462902
21486159,3.071061,45.7473949
21486163,3.0785995,45.7487423
21486164,3.0792131,45.7498606
21486165,3.0798922,45.7511502
21486167,3.0803963,45.7516176
21486169,3.0852758,45.7537044
21486182,3.084588,45.7558474
21486199,3.0809024,45.7575079
21486201,3.080817,45.7578036
21486203,3.0823465,45.7616138
21486204,3.0803701,45.7518399
21486206,3.0859116,45.757709
21486207,3.0861209,45.7578841
21486246,3.0874014,45.759062
21486282,3.0885363,45.7604911
21486375,3.0968777,45.7730358
21486408,3.1010163,45.7706073
21486409,3.1024866,45.7697176
21486410,3.0924419,45.7733931
21486411,3.0900161,45.7735741
21486412,3.0899379,45.7718154
21486413,3.0892628,45.7620463
21486414,3.0894,45.7614558
21486415,3.089591,45.7608934
21486417,3.0891752,45.7628187
21486422,3.0892192,45.7657107
21486426,3.0900151,45.7708218
21486432,3.0890743,45.7657139
21486437,3.0879358,45.7532356
21486438,3.0889487,45.7530748
21486439,3.0889765,45.7533568
21486442,3.0878399,45.7540293
21486447,3.0866096,45.7578727
21486448,3.0866171,45.7583482
21486449,3.0866678,45.7585775
21486450,3.0867033,45.7591377
21486455,3.0866716,45.762368
21486460,3.0865128,45.7653235
21486465,3.0735479,45.7789526
21486479,3.0391566,45.7840574
21486483,3.0406127,45.7858475
21486527,3.0491972,45.7842143
21486585,3.0498145,45.7858967
21486596,3.0515214,45.7884822
21486619,3.0562959,45.7879963
21486620,3.0593534,45.7877235
21486625,3.0631961,45.78732
21486626,3.0646977,45.7854439
21486627,3.051347,45.7884527
21486637,3.0705475,45.7813814
21492346,3.0518696,45.8002788
21492347,3.0521625,45.7985385
21492349,3.0528003,45.797631
21492352,3.0594061,45.796868
21492366,3.0593947,45.7901378
21492374,3.0660608,45.7868266
21492408,3.0685531,45.7368791
21496227,3.0957674,45.7750108
21496239,3.0997269,45.784786
21496261,3.1058792,45.7959874
21496264,3.1020946,45.7954946
21496276,3.1014237,45.7944947
21496301,3.0990803,45.7849523
21496303,3.0988028,45.7845779
21496312,3.0987201,45.7845409
21496372,3.0923231,45.7816736
21496373,3.0914515,45.7812341
21496399,3.10151,45.7951586
21496400,3.100713,45.794935
21496404,3.1010877,45.7943036
21496411,3.1111674,45.7996034
21496415,3.1039845,45.7952709
21496422,3.0922983,45.792698
21496423,3.0913033,45.7925293
21496424,3.0893177,45.7920492
21496430,3.08092,45.7895363
21496451,3.0630047,45.7819619
21496459,3.0630705,45.780522
21647105,3.0798124,45.7775071
21647106,3.0802711,45.7775936
21647108,3.080891,45.7776896
21647109,3.0812175,45.7777318
21647110,3.0809534,45.7785608
21647112,3.0806663,45.7784993
21647113,3.0800368,45.7783673
21647115,3.0795684,45.7783162
21647116,3.079145,45.7783514
21647119,3.0750367,45.7770135
21647120,3.0772003,45.7766784
21647122,3.0768838,45.7768306
21647124,3.0708443,45.7773309
21647126,3.0710461,45.7761276
21647127,3.0867212,45.7738173
21647130,3.0869828,45.7738003
21647133,3.085492,45.7737772
21647134,3.0849773,45.7737406
21647135,3.084148,45.7737035
21647137,3.0825781,45.773719
21647138,3.0823919,45.7737179
21647139,3.0815199,45.7737114
21647141,3.0800425,45.7736761
21647142,3.0784483,45.7736383
21647144,3.0777298,45.7736258
21647145,3.0765222,45.7736028
21647147,3.0754683,45.7736353
21647149,3.0755967,45.7738189
21647150,3.0764958,45.7740459
21647151,3.0777373,45.7743705
21647154,3.0814695,45.7741962
21647155,3.0816144,45.774525
21647156,3.0827232,45.7756465
21647157,3.0846008,45.7758729
21647159,3.0854412,45.7757875
21647161,3.0854651,45.7747149
21647162,3.0854427,45.7753539
21647164,3.0862794,45.7747478
21647170,3.090206,45.7774424
21647172,3.089507,45.7773409
21647175,3.0886367,45.7762453
21647177,3.0863769,45.7707402
21647178,3.0867337,45.7707397
21647179,3.0876538,45.7708942
21647180,3.0885891,45.7711762
21647188,3.0914946,45.7806926
21647190,3.0910605,45.7800261
21647191,3.0910473,45.7809795
21647192,3.0910321,45.7811967
21647196,3.0997598,45.7843951
21647197,3.1008326,45.7849013
21647199,3.083078,45.7678802
21647202,3.0865997,45.7679864
21647204,3.0838861,45.7646355
21647207,3.0862327,45.7662593
21647208,3.0812608,45.7705072
21647209,3.0814998,45.7687895
21647210,3.0845239,45.7761513
21647214,3.0832566,45.7772455
21647216,3.0813971,45.7770699
21647218,3.0836775,45.7804171
21647221,3.0860247,45.7800232
21647226,3.0751134,45.7764972
21647227,3.075226,45.7755983
21647228,3.0754683,45.7738698
21647229,3.0770483,45.7757283
21647230,3.0751445,45.7762917
21647231,3.0760048,45.77657
21647232,3.0734715,45.7758519
21647233,3.0790987,45.7758832
21647234,3.0746127,45.7735194
21647238,3.0752815,45.7737185
21647240,3.0874044,45.7623822
21647242,3.0882652,45.7624031
21647247,3.0953262,45.7663093
21647249,3.0968494,45.7670569
21647250,3.0971959,45.7671181
21647254,3.1046722,45.7673082
21647255,3.1062507,45.7673378
21647256,3.09523,45.7663584
21647262,3.1046667,45.7683961
21647266,3.0979485,45.7682012
21647268,3.0986853,45.7696159
21647271,3.0962048,45.7686165
21647272,3.0951062,45.7713112
21647273,3.0967805,45.7718647
21647274,3.0986164,45.7720474
21647275,3.0980394,45.7681109
21647276,3.0991783,45.7685586
21647277,3.0993624,45.7682813
21647278,3.101694,45.7690527
21647280,3.1019272,45.7694315
21647281,3.0888138,45.7607226
21647282,3.0897004,45.7607516
21647286,3.0936582,45.7610432
21647287,3.0936761,45.7608836
21647288,3.099095,45.763184
21647289,3.0992247,45.763042
21647290,3.1045826,45.7656931
21647291,3.1046065,45.7655867
21647296,3.1177542,45.7716296
21647298,3.1246852,45.7724008
21647299,3.1314378,45.7781849
21647300,3.1292717,45.7753021
21647301,3.1272397,45.7736642
21647305,3.1314889,45.7798697
21647306,3.1315047,45.7802392
21647313,3.0976687,45.7762125
21647315,3.1037035,45.7775458
21647324,3.131053,45.779917
21647325,3.086052,45.7535929
21647327,3.0934019,45.7543991
21647330,3.1002691,45.7583766
21647332,3.1013937,45.7589534
21647333,3.1014119,45.7589866
21647336,3.1052445,45.7586823
21647337,3.1052579,45.7605343
24277740,3.0766065,45.7456642
24277745,3.0840243,45.7503458
24277746,3.0883412,45.7513223
24277750,3.0873205,45.7486657
24277760,3.084822,45.75292
24277770,3.0883797,45.7509408
24277773,3.0828443,45.750336
24277778,3.084607,45.7528356
24277784,3.0768088,45.7458159
24277786,3.0859456,45.7518255
24277791,3.088259,45.7520933
24277797,3.0817273,45.7472595
24277807,3.0826106,45.7479482
24277848,3.0823633,45.7478775
24277851,3.0869887,45.751926
24277853,3.0832353,45.7524254
24277858,3.0776141,45.7472733
24277867,3.0806393,45.7470996
24277875,3.0830336,45.752543
24277887,3.0827638,45.7524532
24277890,3.0816915,45.7473169
24277896,3.0836577,45.7515472
24277907,3.0825905,45.7526559
24277909,3.0881429,45.7500592
24277919,3.0781767,45.748438
24277924,3.0866913,45.7509949
24277926,3.0884479,45.7504964
24277950,3.0883693,45.7503618
24277960,3.0825937,45.7528285
24277971,3.0853652,45.7486063
24277981,3.0880818,45.7498038
24277983,3.0825658,45.7528774
24277985,3.082211,45.7495991
24277988,3.0839985,45.7502291
24277998,3.0828749,45.7514385
24278002,3.085824,45.7507833
24278010,3.0879761,45.7493359
24278038,3.0805312,45.7541164
24278054,3.0880279,45.7504898
24278062,3.080971,45.7553068
24278073,3.0849029,45.7506826
24278077,3.0854224,45.7478603
24278080,3.0880187,45.7529999
24278092,3.0810667,45.7553195
24278097,3.0858588,45.7528761
24278107,3.0809986,45.7553878
24278115,3.0874871,45.7486233
24278122,3.0870897,45.7505001
24278123,3.0820958,45.7476948
24278125,3.0787148,45.748706
24278130,3.0878948,45.7505276
24278133,3.0822601,45.7483614
24278137,3.0874387,45.7487371
24278140,3.0868647,45.7514515
24278146,3.0849695,45.7529218
24278149,3.082182,45.7477517
24278150,3.0876449,45.7529191
25261105,3.0926225,45.7731302
25261107,3.0938091,45.7719032
25261108,3.0933501,45.7723863
25261111,3.0906633,45.7709327
25261115,3.0898485,45.7707503
25261117,3.0897479,45.7685514
25261118,3.0896906,45.7686381
25261119,3.0900615,45.7706784
25261122,3.0899894,45.7686733
25261123,3.0925173,45.7732114
25261124,3.0942769,45.7713682
25261125,3.0949733,45.7697981
25261131,3.0960616,45.7667367
25261133,3.0967148,45.7655116
25261135,3.1002398,45.7614167
25261140,3.1011673,45.761943
25261143,3.1025601,45.7624819
25261152,3.1074333,45.7560281
25261154,3.1079151,45.7557196
25261157,3.1096863,45.7545778
25261165,3.1089261,45.751613
25261166,3.1086142,45.7514394
25261167,3.107942,45.7522747
25261170,3.1052683,45.7535684
25261171,3.1049807,45.7536499
25261173,3.1045825,45.7544416
25261179,3.0953991,45.7728313
25261192,3.0945067,45.7708682
25261194,3.0981335,45.7677186
25261200,3.1018729,45.7687684
25261202,3.1000798,45.7681824
25261203,3.1021452,45.7687594
25288805,3.1113228,45.7641862
25288816,3.1275008,45.7576765
25288824,3.1242307,45.7687651
25288828,3.1177096,45.7806938
25288829,3.1197469,45.7872288
25288834,3.1179426,45.7912862
25288843,3.1126259,45.7997597
25288851,3.1179742,45.7894367
25288852,3.1181026,45.7886446
25288854,3.1191174,45.7877337
25288855,3.1196648,45.7871324
25288858,3.1171521,45.7791057
25288862,3.1206759,45.7731495
25288870,3.1115615,45.8010107
25288871,3.111553,45.8005444
25288873,3.109472,45.8049495
25288876,3.1093016,45.8050733
25288889,3.1115471,45.8007758
25301386,3.1173482,45.7792271
25302419,3.0974851,45.7551943
25302420,3.090796,45.7654044
25302421,3.0915925,45.7638937
25302423,3.0918941,45.7656081
25302424,3.0926099,45.7645453
25302425,3.0930302,45.7658102
25302426,3.0934151,45.7650681
25302427,3.095084,45.7615257
25302428,3.0951749,45.7613599
25302429,3.0970775,45.7573271
25302438,3.0945936,45.7569612
25302440,3.0944738,45.7657676
25302442,3.0965657,45.7619435
25302449,3.0968999,45.752646
25302450,3.0967988,45.752498
25302451,3.0966804,45.7524243
25302457,3.0926532,45.7525842
25302458,3.0923919,45.7524573
25302462,3.0963403,45.7501547
25302466,3.095661,45.750152
25302467,3.0927489,45.7501906
25302470,3.0919201,45.7502766
25302473,3.0905687,45.7516265
25302478,3.0892145,45.7530948
25302480,3.0922538,45.7502023
25302489,3.0942679,45.747517
25302491,3.0945712,45.7477093
25302492,3.094655,45.7478608
25302493,3.094523,45.748257
25302494,3.0942117,45.7484162
25302495,3.0939512,45.7484462
25302496,3.0935035,45.747595
25302497,3.0932982,45.7478233
25302498,3.0933959,45.748237
25302499,3.0935462,45.7483465
25306427,3.0691458,45.7394915
25306428,3.0698371,45.7411943
25390162,3.0663581,45.7465414
25390182,3.0635886,45.7579545
25390184,3.0632976,45.7582772
25390197,3.0616518,45.7781039
25390207,3.0592741,45.7464677
25390214,3.0813441,45.7629049
25390221,3.0993014,45.7537231
25390250,3.0981725,45.7526896
25390265,3.0617143,45.7435969
25390277,3.063186,45.75852
25390308,3.107025,45.756726
25390333,3.0630297,45.746584
25390336,3.0852154,45.7622873
25390341,3.0622434,45.7601813
25390343,3.0664914,45.7756467
25390350,3.1038783,45.7558779
25390380,3.0950561,45.7647238
25390388,3.0635645,45.7474399
25390391,3.0611988,45.7618691
25390398,3.0592093,45.7438125
25390410,3.0938548,45.7641092
25390415,3.0838689,45.7642115
25390416,3.090901,45.7503315
25390450,3.0781474,45.7687781
25390471,3.0585767,45.7439531
25390485,3.0708207,45.74736
25390507,3.1040245,45.7555977
25390512,3.0791897,45.7649178
25390535,3.1025449,45.7552859
25390541,3.0795974,45.7643108
25390565,3.0705986,45.7474373
25390612,3.0590959,45.7462966
25390613,3.0642619,45.7549319
25390631,3.0626988,45.7786708
25392813,3.1470275,45.7977913
25392818,3.1413315,45.7895312
25392819,3.1435238,45.790754
25392824,3.1469399,45.7965027
25392826,3.1392302,45.788219
25392827,3.1397053,45.7881139
25392831,3.1474458,45.799914
25891503,3.092386,45.7623691
25891504,3.0943009,45.7631685
25891505,3.0956066,45.7637067
25891506,3.0977904,45.764629
25891507,3.0965407,45.7641192
25891509,3.0984112,45.7649159
25891511,3.0972755,45.7657836
25891512,3.0975022,45.7658945
25891513,3.0978264,45.7660462
25891515,3.0967529,45.766796
25891516,3.0974552,45.7671035
25891517,3.0981788,45.7670458
25891526,3.0993265,45.7671266
25891527,3.0999915,45.7671901
25891528,3.1035467,45.7672289
25891529,3.1038478,45.7672385
25891531,3.1003324,45.7673881
25891539,3.1025885,45.7664272
25891540,3.1019313,45.7661308
25891542,3.1000558,45.7651301
25891543,3.0981337,45.7642522
25891547,3.0917613,45.7744093
25891548,3.0917497,45.7734437
25891549,3.0960357,45.7762169
25891550,3.0961261,45.7772807
25891554,3.092659,45.7792157
25891556,3.0925551,45.7794583
25891560,3.0914731,45.7800061
25891561,3.0918111,45.7797658
25891565,3.0914458,45.777496
25891603,3.091578,45.7762813
25891626,3.098634,45.7766256
25891629,3.0981922,45.7763367
25891635,3.1030321,45.7774295
25891637,3.0705422,45.7815055
25891653,3.0678851,45.779307
25891656,3.0671924,45.7791654
25891663,3.0667078,45.7802908
25891669,3.0661863,45.7811442
25891691,3.0640981,45.7846395
25891695,3.067841,45.779372
25891696,3.0672017,45.7792387
25891699,3.0954327,45.7480343
25891702,3.0946277,45.748124
25891705,3.0998668,45.747539
25891713,3.1064912,45.7505124
25891717,3.1075659,45.750889
25891719,3.1063823,45.750439
25891728,3.1159987,45.7549799
25891730,3.116847,45.7534189
25891731,3.1173847,45.7531754
25891733,3.1180773,45.7519993
25891734,3.1203376,45.7522971
25891745,3.1278137,45.7549608
25891747,3.128079,45.7548908
25891756,3.1090824,45.7701286
25891763,3.1152,45.769511
25891766,3.1164491,45.7690719
25891770,3.1207825,45.7666656
25891772,3.1213656,45.7661006
25891778,3.1248894,45.7645764
25891781,3.1254968,45.7645131
25891782,3.1255573,45.7642216
25891784,3.1259546,45.7641712
25891786,3.1259195,45.7644393
25891788,3.0986207,45.7730431
25891789,3.0975175,45.7737516
25891791,3.0989778,45.7744044
25891792,3.0995371,45.7744501
25891793,3.1005158,45.7750696
25891794,3.099985,45.7753515
25891795,3.0994316,45.7756417
25891796,3.0963762,45.7772424
25891797,3.0970696,45.7775957
25891798,3.1007688,45.7794771
25891799,3.1021338,45.7801701
25908776,3.1272523,45.758018
25908779,3.1279761,45.7568803
