L1,L2,L3,L4,len1,len2,len3,len4,experiment,perturbation,rayon
1716.3261337764288,1040.5596094982561,862.913279150965,572.2309788150224,104,111,120,108,3,5.0,100
1359.9795389235987,813.2537708266202,762.9001645375125,556.275973686736,113,151,148,91,4,5.0,100
1039.8748817641697,670.5284095647074,553.6010235959196,453.94608129015154,94,139,88,109,4,5.0,100
878.1530234083468,555.0948207003811,550.356882680782,452.380071308048,97,105,105,102,4,5.0,100
736.5562520641788,547.6557130507374,500.69335661743656,500.69335661743656,94,99,94,94,4,5.0,100
1037.95762272417,677.7872933441116,654.0281403315817,455.5157581917387,92,105,99,90,4,5.0,100
1314.5980692468638,945.2515970474012,730.7523674557832,688.0871481978365,105,150,102,126,4,5.0,100
796.6541381221956,1033.6181836477508,739.9619973756431,620.2300772933924,118,176,159,114,4,5.0,100
1032.7515839759292,986.1551211748722,924.2453688103662,715.1156280756832,104,162,157,106,4,5.0,100
569.6966339396181,569.6966339396181,569.6966339396181,569.6966339396181,88,88,88,88,4,5.0,100
411.70000405765336,411.70000405765336,411.70000405765336,411.70000405765336,85,85,85,85,4,5.0,100
1326.1580877147042,734.2041652239084,726.0557757470758,637.6947040633854,119,135,131,124,5,5.0,100
1249.0305136297543,937.0210306287055,781.9389004945318,609.1464302773419,109,163,137,116,5,5.0,100
905.0511427633129,691.4798144061403,766.8910256083667,691.4798144061403,85,89,99,89,5,5.0,100
630.7827649451027,470.4825108482014,457.1371783460593,441.9963329576084,88,100,96,92,5,5.0,100
499.43954578019117,499.43954578019117,395.998326717786,394.1117197784823,89,89,90,82,5,5.0,100
1243.2683053418434,961.7911474939012,1013.3529978986724,566.0618006829803,100,132,139,82,5,5.0,100
1201.67264996158,942.502006302474,762.3478122288176,635.5250367497439,121,141,98,87,5,5.0,100
881.6681099250214,719.1829756923883,633.1563363808077,543.3028656885133,108,103,106,104,5,5.0,100
1542.211863264391,1044.9175196397007,737.870338160764,563.2945476895984,87,122,110,103,5,5.0,100
650.7636366307468,597.2354037726795,590.814129372804,575.6732839843531,85,93,91,87,5,5.0,100
1218.2266865902154,637.8446903753104,611.7314274662451,543.3650864092184,104,121,112,99,6,5.0,100
1523.8187014536388,921.2119629800717,749.62231418906,498.88793559537964,98,119,131,94,6,5.0,100
1026.4261606431912,783.4992794106644,554.475732313556,475.7424682818476,101,103,95,96,6,5.0,100
1586.7381825905707,786.4099279454467,631.7785797960896,552.7637847135246,127,133,140,120,6,5.0,100
876.1894681240469,485.3460567006438,475.57011111938925,435.99404141099774,94,106,102,93,6,5.0,100
1240.7501665856973,651.8170159477979,651.8170159477979,457.7482095199196,84,97,97,82,6,5.0,100
942.2464934324014,730.7237386122947,688.4237656598332,563.9342729949776,82,91,98,78,6,5.0,100
1118.3475777506803,467.19167930615623,466.0087098270754,434.78850262358907,83,83,81,79,6,5.0,100
996.6186878648086,726.3364198442575,618.1837071893666,593.2020452226018,89,98,103,102,6,5.0,100
730.6535542004184,499.4528691855047,466.69697086150364,378.07694528913976,95,95,89,75,6,5.0,100
1071.506865336815,721.0282985579125,705.6999163004447,584.7459955768945,93,132,128,112,7,5.0,100
1069.5672169179206,536.5578724135007,612.421381289071,511.4782733501794,88,104,102,101,7,5.0,100
1342.6595212178938,673.861393842409,667.5011767579817,660.5332068808532,138,150,147,112,7,5.0,100
1186.0923964347553,979.530656120371,879.7276362434437,558.8096271545373,89,116,112,99,7,5.0,100
1099.96851724419,613.5427780048643,600.871975857876,595.7256309766859,92,112,96,91,7,5.0,100
838.297501054277,728.0945981267502,723.0694155517158,539.9544367079106,94,95,93,113,7,5.0,100
1211.5334203906284,684.8167671723961,559.1935643289041,536.8659407428511,98,116,106,100,7,5.0,100
1575.753525803422,871.1011772682593,815.6394371838726,575.8795298101257,117,164,176,117,7,5.0,100
1224.6173226679784,760.0677110241662,753.7074939397389,703.518405033658,91,111,108,102,7,5.0,100
1456.9335598611651,457.72014446759044,432.7804715644211,396.47554965243637,89,126,111,80,7,5.0,100
844.7394928064942,754.4330001775655,512.4417076760013,422.93566344617136,83,101,98,93,8,5.0,100
1299.869618146376,979.8945100537508,970.8694569253114,787.2183302605157,112,145,141,128,8,5.0,100
1045.5961025770125,612.3762208360699,587.9530139771491,485.77326694578863,103,108,102,100,8,5.0,100
585.672508923858,472.92708284151837,472.92708284151837,472.92708284151837,94,96,96,96,8,5.0,100
1045.3229317666442,862.1815975962807,746.5699603231097,522.6049654656084,92,117,114,90,8,5.0,100
903.3943435345437,678.927182748893,562.6813477370486,473.9533469919221,94,122,119,105,8,5.0,100
1412.3490747372741,562.1721859305053,541.9572127585141,486.59920092798137,83,109,104,105,8,5.0,100
937.1649381149488,506.05617744202675,489.24489522754914,369.41180516373555,86,82,80,78,8,5.0,100
