L1,L2,L3,L4,len1,len2,len3,len4,experiment,perturbation
423.49207367695897,423.49207367695897,423.49207367695897,423.49207367695897,86,86,86,86,0,0.0
475.54549042402414,475.54549042402414,475.54549042402414,475.54549042402414,85,85,85,85,0,0.0
109.49326934032865,109.49326934032865,109.49326934032865,109.49326934032865,41,41,41,41,0,0.0
656.7548093763832,656.7548093763832,656.7548093763832,656.7548093763832,83,83,83,83,0,0.0
360.65075183610395,360.65075183610395,360.65075183610395,360.65075183610395,25,25,25,25,0,0.0
204.57455846814577,204.57455846814577,204.57455846814577,204.57455846814577,41,41,41,41,0,0.0
583.0850144565596,583.0850144565596,583.0850144565596,583.0850144565596,90,90,90,90,0,0.0
610.5245881426683,610.5245881426683,610.5245881426683,610.5245881426683,101,101,101,101,0,0.0
553.0905894537216,553.0905894537216,553.0905894537216,553.0905894537216,58,58,58,58,0,0.0
87.18719963409322,87.18719963409322,87.18719963409322,87.18719963409322,32,32,32,32,0,0.0
227.92873132473136,227.92873132473136,227.92873132473136,227.92873132473136,56,56,56,56,0,0.0
72.4072038607748,72.4072038607748,72.4072038607748,72.4072038607748,31,31,31,31,0,0.0
588.8010926382725,588.8010926382725,588.8010926382725,588.8010926382725,52,52,52,52,0,0.0
321.60182294610763,321.60182294610763,321.60182294610763,321.60182294610763,63,63,63,63,0,0.0
501.82381829291245,501.82381829291245,501.82381829291245,501.82381829291245,61,61,61,61,0,0.0
226.2218787074207,226.2218787074207,226.2218787074207,226.2218787074207,64,64,64,64,0,0.0
368.71305198473806,368.71305198473806,368.71305198473806,368.71305198473806,46,46,46,46,0,0.0
488.5356840226762,488.5356840226762,488.5356840226762,488.5356840226762,69,69,69,69,0,0.0
442.22509224339603,442.22509224339603,442.22509224339603,442.22509224339603,46,46,46,46,0,0.0
548.9447691240844,548.9447691240844,548.9447691240844,548.9447691240844,37,37,37,37,0,0.0
625.0753996234763,625.0753996234763,625.0753996234763,625.0753996234763,101,101,101,101,0,0.0
316.4058667508255,316.4058667508255,316.4058667508255,316.4058667508255,63,63,63,63,0,0.0
166.31953454717336,166.31953454717336,166.31953454717336,166.31953454717336,48,48,48,48,0,0.0
506.6429979981685,506.6429979981685,506.6429979981685,506.6429979981685,52,52,52,52,0,0.0
116.92631467246034,116.92631467246034,116.92631467246034,116.92631467246034,25,25,25,25,0,0.0
442.35375881558696,442.35375881558696,442.35375881558696,442.35375881558696,72,72,72,72,0,0.0
359.1551814122434,359.1551814122434,359.1551814122434,359.1551814122434,57,57,57,57,0,0.0
385.1691477179313,385.1691477179313,385.1691477179313,385.1691477179313,51,51,51,51,0,0.0
339.2050760841929,339.2050760841929,339.2050760841929,339.2050760841929,51,51,51,51,0,0.0
510.6341798395095,510.6341798395095,510.6341798395095,510.6341798395095,51,51,51,51,0,0.0
223.46949166914644,223.46949166914644,223.46949166914644,223.46949166914644,31,31,31,31,0,0.0
208.91687234889145,208.91687234889145,208.91687234889145,208.91687234889145,50,50,50,50,0,0.0
441.80977440923493,441.80977440923493,441.80977440923493,441.80977440923493,35,35,35,35,0,0.0
578.5956549757884,578.5956549757884,578.5956549757884,578.5956549757884,68,68,68,68,0,0.0
545.4804807604054,545.4804807604054,545.4804807604054,545.4804807604054,65,65,65,65,0,0.0
324.67027708816374,324.67027708816374,324.67027708816374,324.67027708816374,48,48,48,48,0,0.0
466.65503262646513,466.65503262646513,466.65503262646513,466.65503262646513,43,43,43,43,0,0.0
439.44281473722356,439.44281473722356,439.44281473722356,439.44281473722356,54,54,54,54,0,0.0
540.333617914039,540.333617914039,540.333617914039,540.333617914039,36,36,36,36,0,0.0
569.4710451124795,569.4710451124795,569.4710451124795,569.4710451124795,70,70,70,70,0,0.0
437.27083831604733,437.27083831604733,437.27083831604733,437.27083831604733,36,36,36,36,0,0.0
482.2860977883097,482.2860977883097,482.2860977883097,482.2860977883097,37,37,37,37,0,0.0
287.4244337116754,287.4244337116754,287.4244337116754,287.4244337116754,36,36,36,36,0,0.0
133.03123558219687,133.03123558219687,133.03123558219687,133.03123558219687,25,25,25,25,0,0.0
258.98417133013305,258.98417133013305,258.98417133013305,258.98417133013305,23,23,23,23,0,0.0
408.26308491291485,408.26308491291485,408.26308491291485,408.26308491291485,37,37,37,37,0,0.0
