L1,L2,L3,L4,len1,len2,len3,len4,experiment,perturbation,rayon
337.8992976606964,337.8992976606964,337.8992976606964,337.8992976606964,65,65,65,65,8,0.0,0
395.03185741194847,395.03185741194847,395.03185741194847,395.03185741194847,54,54,54,54,8,0.0,0
502.06649390250277,502.06649390250277,502.06649390250277,502.06649390250277,125,125,125,125,8,0.0,0
468.48644839426106,468.48644839426106,468.48644839426106,468.48644839426106,106,106,106,106,8,0.0,0
243.4158778019414,243.4158778019414,243.4158778019414,243.4158778019414,51,51,51,51,8,0.0,0
579.6614264757226,579.6614264757226,579.6614264757226,579.6614264757226,118,118,118,118,8,0.0,0
316.145042123687,316.145042123687,316.145042123687,316.145042123687,68,68,68,68,8,0.0,0
290.0640940278545,290.0640940278545,290.0640940278545,290.0640940278545,37,37,37,37,8,0.0,0
527.0195344239769,527.0195344239769,527.0195344239769,527.0195344239769,92,92,92,92,8,0.0,0
537.7212787599456,537.7212787599456,537.7212787599456,537.7212787599456,130,130,130,130,9,0.0,0
346.39971677273536,346.39971677273536,346.39971677273536,346.39971677273536,80,80,80,80,9,0.0,0
667.6781756538977,667.6781756538977,667.6781756538977,667.6781756538977,126,126,126,126,9,0.0,0
355.93617523027297,355.93617523027297,355.93617523027297,355.93617523027297,101,101,101,101,9,0.0,0
542.5361099715819,542.5361099715819,542.5361099715819,542.5361099715819,125,125,125,125,9,0.0,0
365.4355004339578,365.4355004339578,365.4355004339578,365.4355004339578,67,67,67,67,9,0.0,0
636.769730284005,636.769730284005,636.769730284005,636.769730284005,55,55,55,55,9,0.0,0
111.5719430223844,111.5719430223844,111.5719430223844,111.5719430223844,30,30,30,30,9,0.0,0
534.7806478873571,534.7806478873571,534.7806478873571,534.7806478873571,70,70,70,70,9,0.0,0
166.10750790912937,166.10750790912937,166.10750790912937,166.10750790912937,40,40,40,40,9,0.0,0
663.4298632159081,663.4298632159081,663.4298632159081,663.4298632159081,130,130,130,130,9,0.0,0
477.68891008948555,477.68891008948555,477.68891008948555,477.68891008948555,56,56,56,56,9,0.0,0
246.17470534141975,246.17470534141975,246.17470534141975,246.17470534141975,59,59,59,59,9,0.0,0
737.3220936098554,737.3220936098554,737.3220936098554,737.3220936098554,89,89,89,89,9,0.0,0
451.5063162559172,451.5063162559172,451.5063162559172,451.5063162559172,87,87,87,87,9,0.0,0
710.1430120351657,710.1430120351657,710.1430120351657,710.1430120351657,95,95,95,95,9,0.0,0
193.63897994135107,193.63897994135107,193.63897994135107,193.63897994135107,42,42,42,42,9,0.0,0
362.47803164815076,362.47803164815076,362.47803164815076,362.47803164815076,67,67,67,67,9,0.0,0
344.8828205130702,344.8828205130702,344.8828205130702,344.8828205130702,63,63,63,63,9,0.0,0
343.59281952493586,343.59281952493586,343.59281952493586,343.59281952493586,74,74,74,74,9,0.0,0
67.8235948930534,67.8235948930534,67.8235948930534,67.8235948930534,26,26,26,26,9,0.0,0
246.3762785324686,246.3762785324686,246.3762785324686,246.3762785324686,71,71,71,71,9,0.0,0
283.6516714640741,283.6516714640741,283.6516714640741,283.6516714640741,62,62,62,62,9,0.0,0
391.4133963490491,391.4133963490491,391.4133963490491,391.4133963490491,111,111,111,111,9,0.0,0
545.6392504351888,545.6392504351888,545.6392504351888,545.6392504351888,108,108,108,108,9,0.0,0
356.11297294022654,356.11297294022654,356.11297294022654,356.11297294022654,90,90,90,90,0,0.0,100
352.2563164147117,352.2563164147117,352.2563164147117,352.2563164147117,75,75,75,75,0,0.0,100
205.5811159042442,205.5811159042442,205.5811159042442,205.5811159042442,58,58,58,58,0,0.0,100
373.3546753590549,373.3546753590549,373.3546753590549,373.3546753590549,63,63,63,63,0,0.0,100
185.935104423591,185.935104423591,185.935104423591,185.935104423591,31,31,31,31,0,0.0,100
341.4044725135264,341.4044725135264,341.4044725135264,341.4044725135264,83,83,83,83,0,0.0,100
539.5913351302227,539.5913351302227,539.5913351302227,539.5913351302227,89,89,89,89,0,0.0,100
300.0817629759692,300.0817629759692,300.0817629759692,300.0817629759692,83,83,83,83,0,0.0,100
307.0237894236959,307.0237894236959,307.0237894236959,307.0237894236959,81,81,81,81,0,0.0,100
180.87134298346305,180.87134298346305,180.87134298346305,180.87134298346305,56,56,56,56,0,0.0,100
72.02932773525016,72.02932773525016,72.02932773525016,72.02932773525016,33,33,33,33,0,0.0,100
358.9565094654721,358.9565094654721,358.9565094654721,358.9565094654721,90,90,90,90,0,0.0,100
170.2587369819568,170.2587369819568,170.2587369819568,170.2587369819568,41,41,41,41,0,0.0,100
441.2259124670171,441.2259124670171,441.2259124670171,441.2259124670171,51,51,51,51,0,0.0,100
404.8313445580514,404.8313445580514,404.8313445580514,404.8313445580514,87,87,87,87,0,0.0,100
294.2005802163478,294.2005802163478,294.2005802163478,294.2005802163478,69,69,69,69,0,0.0,100
331.9018133998303,331.9018133998303,331.9018133998303,331.9018133998303,48,48,48,48,0,0.0,100
1049.109732164577,1049.109732164577,1049.109732164577,1049.109732164577,135,135,135,135,0,0.0,100
701.9866605792835,701.9866605792835,701.9866605792835,701.9866605792835,137,137,137,137,0,0.0,100
288.3753908382755,288.3753908382755,288.3753908382755,288.3753908382755,63,63,63,63,0,0.0,100
267.951813329353,267.951813329353,267.951813329353,267.951813329353,70,70,70,70,0,0.0,100
541.4647923147947,541.4647923147947,541.4647923147947,541.4647923147947,60,60,60,60,0,0.0,100
269.8966552028986,269.8966552028986,269.8966552028986,269.8966552028986,70,70,70,70,0,0.0,100
114.01259489485834,114.01259489485834,114.01259489485834,114.01259489485834,41,41,41,41,0,0.0,100
734.9929616671193,734.9929616671193,734.9929616671193,734.9929616671193,86,86,86,86,0,0.0,100
381.312835183601,381.312835183601,381.312835183601,381.312835183601,92,92,92,92,1,0.0,100
384.74314601884265,384.74314601884265,384.74314601884265,384.74314601884265,46,46,46,46,1,0.0,100
618.959620067237,618.959620067237,618.959620067237,618.959620067237,91,91,91,91,1,0.0,100
324.95957438651465,324.95957438651465,324.95957438651465,324.95957438651465,80,80,80,80,1,0.0,100
147.78192221752062,147.78192221752062,147.78192221752062,147.78192221752062,39,39,39,39,1,0.0,100
256.16296468450423,256.16296468450423,256.16296468450423,256.16296468450423,67,67,67,67,1,0.0,100
301.569474202125,301.569474202125,301.569474202125,301.569474202125,59,59,59,59,1,0.0,100
346.10887001269674,346.10887001269674,346.10887001269674,346.10887001269674,68,68,68,68,1,0.0,100
651.7901495163002,651.7901495163002,651.7901495163002,651.7901495163002,157,157,157,157,1,0.0,100
688.354812338623,688.354812338623,688.354812338623,688.354812338623,65,65,65,65,1,0.0,100
129.62953976620196,129.62953976620196,129.62953976620196,129.62953976620196,25,25,25,25,1,0.0,100
374.8564410545304,374.8564410545304,374.8564410545304,374.8564410545304,110,110,110,110,1,0.0,100
458.79901713821675,458.79901713821675,458.79901713821675,458.79901713821675,99,99,99,99,1,0.0,100
397.3767273687117,397.3767273687117,397.3767273687117,397.3767273687117,115,115,115,115,1,0.0,100
